HD -6 -6 -9 -6
HD -27 -6 -27 -6
HD -9 -6 -6 -3
HD -6 12 -6 3
HD -15 -6 -6 -3
HD -6 -12 -6 -12
HD -6 -6 -6 -6
HD -9 -6 -9 -6
HD 18 -6 15 -6
HD 3 -6 9 -6
HD -3 -3 -3 -3
HD -6 3 -6 3
HD -6 -3 -6 -3
HD -9 -12 -6 -6
HD -6 -6 -6 -6
HD -6 -6 -6 -6
HD -9 -6 -9 -6
HD -15 -6 -3 -6
HD -3 12 -3 21
HD 3 21 -3 -6
HD -6 0 -6 0
HD 0 6 3 9
HD -6 0 -6 0
HD -12 6 -12 3
HD -12 -3 -6 -3
HD 6 21 12 21
HD -6 -6 -6 -6
HD -3 -12 -3 -12
HD -9 -6 -6 -6
HD 15 -6 -3 12
HD -12 3 -12 -3
HD 3 -6 3 -6
HD -6 -6 -6 -6
HD 9 12 -6 12
HD 15 -6 -6 21
HD -6 -12 -6 -9
HD 9 -21 12 12
HD -6 24 -6 21
HD 3 -6 27 -6
HD 0 21 0 15
HD -3 -6 -3 -6
HD 15 -3 -3 0
HD -6 12 -3 -6
HD -6 -3 -6 -6
HD -6 -6 -6 -6
HD -6 -6 -6 -6
HD -6 -3 -6 -6
HD -12 -9 -12 -6
HD -6 -6 -6 -6
HD -6 -6 -6 -9
HD 12 18 12 3
HD -12 -3 -12 -3
HD 0 -6 0 -6
HD -6 -12 -6 -12
HD 21 -12 -12 15
HD 27 0 12 0
HD 21 -6 21 -6
HD -6 9 -6 15
HD 6 -6 9 -6
HD -6 -6 -6 -6
HD -3 21 -3 18
HD 15 -3 9 -3
HD 9 -6 -6 12
HD -6 -6 -6 -6
HD -6 -3 -6 -6
HD 3 -3 0 3
HD -3 -3 0 -6
HD -6 -3 -6 -3
HD 18 -6 -6 12
HD -9 9 -9 12
HD -3 12 0 12
HD -6 -6 -6 -3
HD -30 -6 -30 -6
HD -6 -12 -6 24
HD 0 -9 -6 -9
HD 0 -6 0 -6
HD -3 0 -6 0
HD -6 0 -6 0
HD -6 -9 -6 -9
HD -12 -3 -6 -3
HD -9 -3 -6 -6
HD 6 27 3 0
HD -6 9 -6 -6
HD 3 -12 0 -12
HD -12 -6 -12 -6
HD -12 39 -6 -6
HD 6 -6 9 -6
HD -6 0 -3 -6
HD -12 -3 -12 -6
HD -3 3 -6 12
HD -12 9 -6 12
HD 3 -6 3 -6
HD -6 0 -6 0
HD -6 -3 -6 -3
HD 3 -3 3 -3
HD -12 -6 -12 -3
HD -6 -6 -3 -6
HD -6 -3 -6 -3
HD 27 3 12 -3
HD -6 6 -6 9
HD -6 3 -6 6
HD -6 3 -6 3
HD 0 -6 0 -6
HD -21 -3 -6 -3
HD 15 -6 9 -6
HD -9 -6 -9 -3
HD 9 9 9 9
HD 9 -6 12 -6
HD -6 18 -6 9
HD 24 -6 21 -6
HD -9 -3 -9 -6
HD -6 0 -6 0
HD 12 -6 -12 -6
HD 3 30 -6 -6
HD -6 18 -6 21
HD 0 6 -3 -6
HD -6 6 -3 -6
HD 0 -21 0 -3
HD -6 -6 -12 -6
HD 12 -6 21 -6
HD 12 -3 12 -3
HD -6 3 -6 12
HD -3 -6 -3 -6
HD -6 0 -6 0
HD -6 -6 -6 -6
HD -3 -6 -3 -6
HD -6 -3 -3 -6
HD 12 -6 12 -6
HD 18 -6 21 -6
HD 48 -6 -6 -9
HD -3 9 -6 15
HD -3 0 -6 0
HD 0 -3 0 -3
HD 0 0 0 0
HD -3 -6 -6 -3
HD 3 -6 3 -6
HD -6 0 -3 -3
HD -6 6 -6 6
HD -12 -9 0 -12
HD 12 -21 -6 -9
HD -6 -15 -6 -9
HD -6 -12 -6 -6
HD -6 -6 -6 -6
HD 3 -6 12 -6
HD -6 27 -6 21
HD -6 9 -3 9
HD -3 -6 -3 -6
HD -12 15 -12 15
HD -6 12 -6 18
HD 0 -3 0 -3
HD -6 -6 -6 -6
HD 0 -6 0 -6
HD 6 -6 3 -6
HD -12 -6 -6 -6
HD -12 -6 -12 -6
HD 6 -6 12 -3
HD -15 3 -15 -6
HD -6 -6 18 -6
HD 15 9 12 12
HD -6 3 -6 -3
HD -3 -3 -6 -3
HD 9 -6 9 -6
HD 0 -6 -3 -6
HD -6 -6 -6 -6
HD 12 15 -6 18
HD 36 -3 12 -3
HD 15 12 12 15
HD 9 -6 9 -6
HD 3 -6 3 -6
HD -6 24 15 -6
HD -6 -6 -6 -6
HD 0 0 0 -3
HD -27 15 -27 15
HD -6 -6 -6 -6
HD 9 15 12 12
HD -6 -15 24 -6
HD -12 -6 -12 -6
HD -3 -3 -3 -3
HD -12 -6 -6 -6
HD -9 -6 -6 -6
HD 0 -12 9 -6
HD -9 -6 -6 -6
HD -6 15 -6 0
HD -12 -3 -6 -3
HD -6 -6 -6 -3
HD -6 0 -6 -3
HD 3 3 -6 3
HD -6 0 -6 -6
HD -6 0 9 0
HD 3 -3 18 -3
HD -9 6 -9 -6
HD 0 18 0 21
HD -6 -6 -6 -6
HD -3 -6 -3 -6
HD -6 -6 -6 -6
HD -3 24 -3 6
HD 0 -12 0 -12
HD -12 -6 -3 -6
HD -6 -6 -6 -6
HD -6 -6 -6 -6
HD 0 -3 0 -3
HD -12 0 -12 0
HD -15 -6 -6 -6
HD -6 -12 -6 -12
HD 0 0 -6 0
HD -6 6 -6 6
HD 0 -9 0 -6
HD 0 0 0 0
HD -9 -3 -6 -6
HD -6 3 -6 3
HD -6 15 -6 12
HD -27 9 6 -27
HD 3 30 3 3
HD -3 0 -3 -6
HD -6 -3 -6 -6
HD -3 -12 -3 -12
HD -3 -6 -3 -3
HD -6 -3 -3 -6
HD 3 -6 -6 18
HD -3 -6 -3 -6
HD -6 -3 -6 -3
HD -6 -12 0 -6
HD -9 -6 -12 9
HD -6 0 -6 12
HD 12 -12 3 -6
HD -6 -6 -6 -6
HD -12 3 -12 0
HD 3 -6 9 -6
HD -6 -6 -6 -6
HD -3 -6 -6 -6
HD 12 -6 12 -6
HD -6 -30 -6 -30
HD 24 -3 39 -3
HD -6 -12 -6 -12
HD -3 -6 -3 -3
HD -6 -6 -6 -6
HD 0 12 -6 15
HD -6 -9 -6 -12
HD -12 -6 -12 -6
HD -6 -6 -6 -6
HD 39 -6 12 -6
HD 0 0 0 -3
HD -12 -6 -6 -12
HD 0 -12 -3 -12
HD -6 3 -6 3
HD 9 18 9 -6
HD -6 -6 -6 -6
HD -12 12 -12 12
HD 9 -6 6 -6
HD -12 -6 -12 -6
HD -6 12 -6 15
HD 15 12 6 12
HD -6 -3 -6 -3
HD -6 15 -6 15
HD -3 0 -3 0
HD -6 -3 -6 -3
HD -12 3 -12 3
HD -12 -3 -6 0
HD -6 12 -6 15
HD -12 0 -12 0
HD 18 6 3 3
HD -3 -12 -6 -12
HD -6 3 -6 0
HD 0 0 -15 -6
HD 9 9 15 9
HD -3 -12 15 -12
HD 3 24 3 21
HD -6 -12 -6 -6
HD -6 -12 -6 -12
HD -3 -6 -3 -6
HD 0 3 0 3
HD 9 -3 3 -3
HD -6 3 -6 3
HD 12 9 12 3
HD -6 18 -6 15
HD -6 -3 -3 -6
HD -3 -12 -12 -3
HD 6 -6 3 -6
HD -6 -12 -12 -6
HD -6 9 -6 9
HD -3 -12 -3 -12
HD 9 -3 6 -3
HD -6 -6 -6 18
HD 15 -6 12 -6
HD -3 -6 -3 -6
HD -12 -12 -12 -6
HD 0 -3 0 -3
HD -6 -6 -6 -6
HD 0 3 0 0
HD -12 -15 -12 -6
HD 15 -6 15 -6
HD -6 27 -6 -21
HD -6 -6 -6 -3
HD 27 -3 -6 -6
HD 0 0 -3 0
HD 27 -12 9 -12
HD 15 -9 12 -9
HD -6 12 -6 3
HD 0 -3 -3 -3
HD 12 -12 15 -6
HD -6 -6 -6 -6
HD -6 -6 -6 -6
HD -6 6 -6 6
HD -12 -12 0 0
HD -3 -6 6 -6
HD -6 -6 -12 -6
HD 18 -9 3 -6
HD -3 15 -6 42
HD -6 -6 -6 -6
HD -3 -3 -3 -3
HD -6 -6 -6 -6
HD 30 -6 24 -6
HD 0 12 0 15
HD -6 9 -6 15
HD -6 -6 -6 -6
HD -12 -3 -6 -3
HD 15 -3 -6 -3
HD -6 -3 -6 -6
HD 0 15 3 18
HD 6 -12 6 -12
HD -12 -6 -12 -6
HD -6 15 -6 12
HD -3 -6 -3 -6
HD -6 -6 -6 -6
HD -9 9 -6 3
HD 6 -9 9 -9
HD -6 3 -6 3
HD -15 -12 -6 -12
HD -6 -12 -6 -6
HD 0 -6 0 -6
HD -12 -6 -12 -6
HD -9 -6 -6 3
HD -6 -3 -6 -3
HD 12 -9 -6 -6
HD -6 -3 -6 0
HD -6 15 15 -6
HD -9 -6 -9 -6
HD -6 -21 -6 -21
HD 0 15 0 15
HD -3 27 -6 15
HD -12 0 0 0
HD 18 -3 9 -3
HD -6 -6 -6 -6
HD 12 18 18 12
HD -3 0 -3 -6
HD 3 -6 6 -6
HD -6 -15 -6 -15
HD -15 9 -15 12
HD -6 12 -6 6
HD -12 -6 -12 -6
HD -6 6 -6 6
HD -6 -6 -6 -6
HD 12 -6 12 -6
HD 9 3 24 3
HD -6 -6 -6 -6
HD -6 -3 -3 -12
HD -6 6 -6 6
HD -6 -6 -6 -6
HD -3 -9 -6 -9
HD 0 -12 0 -12
HD 0 -3 18 -6
HD -3 -3 -3 0
HD 24 -9 12 -9
HD -6 -6 -6 -6
HD 0 0 0 0
HD 6 6 -6 6
HD 0 -6 -6 -12
HD -6 -6 -6 -6
HD -12 3 -12 12
HD -3 -6 -3 -6
HD -6 12 -3 -6
HD 42 21 15 3
HD -12 -6 -12 -6
HD -3 -6 -3 -6
HD -6 21 -6 15
HD -3 0 -3 0
HD 3 -6 -9 -6
HD -9 -6 -6 -6
HD -15 -6 -6 0
HD 45 3 -6 3
HD 0 -6 -3 -6
HD -3 -6 -6 -6
HD -6 0 -6 0
HD -6 12 9 -6
HD -9 -6 -6 -6
HD 12 -6 6 -6
HD -21 -3 -21 -3
HD -6 12 -6 12
HD 0 -6 -3 -6
HD 6 -6 -6 9
HD -6 -6 -9 -6
HD -6 -6 -6 -6
HD 0 -6 -6 -6
HD 0 -6 0 -6
HD -6 -3 -6 -6
HD 0 -6 0 -6
HD -6 -27 -6 -27
HD -3 -6 -3 -6
HD -12 12 -12 -6
HD -12 -6 -12 -6
HD 3 -3 3 -3
HD -9 -3 0 -3
HD 12 -9 -6 -9
HD -6 -6 48 -6
HD 12 15 -6 15
HD -3 -6 -6 -6
HD -3 -3 -3 -3
HD 36 3 21 3
HD 30 -6 -6 -3
HD -6 -6 -6 -6
HD -24 -6 -12 -6
HD -6 -6 -6 -6
HD 3 9 3 6
HD -3 -21 -6 -21
HD -6 -3 -6 -3
HD -12 9 -12 -3
HD 0 -6 -6 -6
HD -6 -6 -6 -6
HD -21 -3 -21 -3
HD 18 3 -6 3
HD -6 -9 -6 -6
HD -9 3 -9 3
HD -6 -12 -3 -12
HD -12 0 -12 0
HD -6 3 -6 3
HD 0 -6 0 -6
HD -6 3 -6 3
HD 18 9 36 12
HD -6 -6 -6 -6
HD -12 18 -12 21
HD 0 -3 -6 -3
HD 12 0 24 -3
HD 15 -3 15 -3
HD -12 3 -12 0
HD -6 -6 -6 -6
HD 3 -12 6 -12
HD -6 -9 -6 -6
HD -6 -3 -6 -6
HD -6 0 -6 0
HD -12 18 -12 3
HD -6 0 -6 0
HD -6 15 -6 12
HD -9 -3 -6 -6
HD -6 -6 -6 -6
HD -3 -6 -3 -6
HD -3 -6 -3 -6
HD 6 -6 12 -6
HD -6 -12 -6 -12
HD 0 -6 3 3
HD -6 -3 -6 -3
HD -9 -6 -6 -6
HD -3 -6 -3 -6
HD -3 6 -3 9
HD -3 -6 -6 -6
HD 6 3 9 3
HD -6 -6 -6 -6
HD -6 -3 -9 -3
HD -6 -6 -6 -12
HD -6 -15 -6 -6
HD -6 -3 -6 -3
HD -3 0 0 -3
HD -21 -6 12 -6
HD -6 9 -6 -6
HD -6 -12 -6 -12
HD -6 12 -3 21
HD -6 -3 6 0
HD 0 -3 -3 -3
HD 15 -6 9 -12
HD 6 -9 -6 -9
HD -6 -3 -6 -3
HD 12 -6 12 -6
HD -6 12 0 12
HD 9 -6 9 -6
HD -6 -6 -6 -6
HD 0 -3 0 -3
HD -6 -6 -3 -6
HD -6 0 -6 18
HD -3 -9 -3 -9
HD 0 3 -3 3
HD -18 -12 -6 -12
HD 0 -12 -3 -6
HD 21 -6 18 -6
HD -6 -3 -6 -3
HD -12 3 -12 0
HD -9 9 6 -6
HD 24 -12 3 -12
HD 9 18 9 3
HD -6 -3 -6 -6
HD -9 6 -3 -3
HD -6 -9 -6 -9
HD -6 -6 -6 -6
HD -6 -6 -6 -6
HD -3 -6 -6 -6
HD -12 -6 -6 -9
HD -6 12 -6 3
HD -12 12 -12 -6
HD -21 3 -6 12
HD 6 -6 3 -6
HD 6 12 9 12
HD -3 -6 -3 -6
HD 6 -3 3 -3
HD -3 -6 -6 -6
HD 6 -9 -6 -9
HD -6 15 -6 15
HD 15 -6 9 -6
HD -6 12 -3 -6
HD 0 -12 -3 -12
HD -6 -3 -6 -6
HD -6 -27 -6 -27
HD -6 -12 -3 -12
HD 36 -3 -6 -6
HD 6 -6 3 -6
HD 0 -12 0 -6
HD -12 21 -12 3
HD 9 0 9 0
HD 12 -12 15 -12
HD -3 -12 -3 -12
HD -3 21 0 21
HD -3 -6 15 -6
HD -6 3 -6 3
HD -6 -9 -6 -6
HD -9 -12 -12 -9
HD 3 -6 3 -6
HD 0 -6 0 -6
HD 18 -12 12 -12
HD 15 39 9 12
HD 12 -6 12 -6
HD -3 -6 -3 24
HD -6 -6 -6 -6
HD 18 12 21 -6
HD -6 0 -6 -3
HD -27 -21 -27 -21
HD -6 -3 -6 -3
HD -3 -3 -3 -3
HD -6 -6 -6 0
HD -6 3 -6 18
HD -15 0 -6 -3
HD 24 -3 9 -3
HD -6 -27 -27 -6
HD -6 -6 -6 -6
HD 12 -6 -6 -6
HD 9 -6 -6 12
HD 3 21 3 15
HD 0 -6 -6 -6
HD 21 -6 3 -6
HD -12 3 -12 3
HD 12 6 9 -27
HD 0 -3 -3 -3
HD -6 0 -6 0
HD -3 -6 -3 -6
HD -3 6 -6 3
HD -3 -6 -6 9
HD -6 18 -6 -6
HD -6 -6 -6 -6
HD 3 -6 3 -6
HD -12 12 -6 -6
HD -6 -6 -6 -6
HD 6 -3 18 -6
HD -6 -6 -6 -6
HD 21 0 9 -3
HD 18 -6 -6 -6
HD -12 -9 -12 -9
HD 3 -12 3 -6
HD -6 3 -6 3
HD -12 -6 -12 -6
HD 15 -6 9 -6
HD 27 3 -6 -6
HD 0 -9 0 -6
HD 12 0 9 0
HD 6 -21 -6 -21
HD 6 -6 -6 -3
HD -9 3 -9 12
HD 9 -12 9 -12
HD 0 -3 0 -6
HD -6 -6 -6 -12
HD 3 -6 -6 -12
HD 12 -3 12 -3
HD -9 12 0 6
HD -27 9 -27 21
HD -9 -3 -3 -6
HD -6 -6 -3 -6
HD -6 -6 -6 -6
HD -6 -6 -6 -6
HD 12 9 -6 3
HD -6 -3 -3 -3
HD 0 -6 0 -6
HD -3 -6 -3 -6
HD -6 -3 -6 -3
HD -3 12 -6 9
HD -3 12 -6 12
HD 39 0 12 -6
HD -6 21 -6 24
HD -12 6 -6 -6
HD -6 -9 -6 -6
HD -6 -6 -6 -6
HD -6 15 -6 18
HD -6 -6 -6 -6
HD -3 -3 -3 -6
HD -6 -27 -6 -27
HD -6 -3 -6 -3
HD 3 3 3 3
HD 0 -6 0 -6
HD 0 15 -3 0
HD 6 -9 18 -9
HD 15 -6 18 -6
HD -3 6 -3 12
HD -6 -15 -6 -6
HD 3 -12 3 -6
HD -6 -3 -6 -6
HD -6 -9 -6 -6
HD -6 -6 -6 -6
HD -3 -6 -6 -12
HD -6 9 -6 15
HD -6 -3 -6 -6
HD -12 -6 -6 -6
HD -6 -3 -6 -3
HD 21 -6 24 -6
HD -6 -3 -6 -3
HD 21 -9 -6 -6
HD -6 -12 -6 -12
HD -3 9 -6 -6
HD -12 -6 -6 -6
HD 6 0 3 -3
HD -6 9 -6 3
HD 3 -6 3 -6
HD 3 -6 3 -6
HD -3 -6 -12 -6
HD -6 -6 -6 -6
HD 9 -6 -6 -6
HD -6 3 27 3
HD -6 -6 -12 -6
HD -6 -12 -6 -6
HD -6 3 -6 3
HD 3 -9 6 -12
HD -6 -6 -6 -6
HD -6 -3 -6 -6
HD -18 -6 -6 -6
HD -12 -6 -9 -6
HD 9 -27 -6 -27
HD 3 -6 3 -6
HD -3 -3 -6 6
HD -6 -3 -6 -3
HD 15 -6 15 -6
HD -6 -6 -6 -6
HD 12 -3 3 -3
HD 9 -9 15 -9
HD -6 -3 -6 -3
HD 15 21 12 15
HD -6 -27 -6 -27
HD 0 -6 0 -6
HD 15 -6 6 -6
HD 3 -6 3 -6
HD 15 -6 -3 -6
HD 3 -6 6 -6
HD 0 -3 -3 -6
HD 9 -6 9 -6
HD -3 -6 -6 -6
HD 30 -6 12 -6
HD -3 12 -6 12
HD 18 -12 15 -12
HD -6 0 -6 0
HD -6 -12 -6 -12
HD -6 -6 -6 -6
HD -3 -6 -3 -6
HD -6 -6 -6 -6
HD 30 3 -12 3
HD -6 -3 -6 -3
HD -9 24 -9 24
HD -6 -6 0 -6
HD -6 0 -6 -3
HD -3 -6 -3 -6
HD -6 -6 -6 -6
HD -6 6 -6 -6
HD -15 -6 -6 -6
HD -6 9 -6 9
HD -6 -6 -6 -6
HD -6 -6 -6 -6
HD -3 -3 -3 -3
HD -6 -6 -6 -6
HD -3 0 -3 0
HD 9 -6 12 -6
HD -6 -3 -6 0
HD -12 21 -6 21
HD -6 -3 -6 -6
HD -6 -3 -6 -6
HD 9 -12 0 6
HD -3 -6 -6 -6
HD -3 -30 -3 -30
HD -6 -6 -6 -6
HD 12 -6 12 -6
HD -27 -3 -27 -3
HD -6 -6 -6 -6
HD 3 -6 -3 -6
HD 21 -6 -6 -6
HD 3 15 24 15
HD 6 -6 -6 -6
HD 6 0 0 3
HD 6 21 12 3
HD 9 0 -6 -3
HD -6 -12 -3 -12
HD 12 -6 27 -6
HD 18 3 21 3
HD 3 -6 3 -6
HD 0 -6 0 0
HD 39 -3 24 -3
HD -6 0 -6 0
HD 0 6 0 3
HD 18 6 -6 3
HD 3 -6 3 -6
HD -6 -6 -6 -6
HD -3 -6 -3 -6
HD -12 24 -12 -6
HD -6 6 -6 6
HD -3 -6 -3 -6
HD 36 0 12 0
HD -3 15 -6 15
HD 15 -3 12 -3
HD -3 -9 -3 -9
HD 24 -3 24 -6
HD -6 -6 -6 -6
HD -15 0 3 0
HD -6 -6 -6 -6
HD 15 -12 21 -12
HD -6 -6 -6 -6
HD -6 -9 -6 -9
HD 6 0 3 0
HD -6 -3 -6 -3
HD -3 3 6 0
HD -12 -21 -6 -6
HD -6 27 -9 -6
HD 12 -6 12 -6
HD 3 -6 12 -6
HD -3 -3 -6 -3
HD -12 15 -12 15
HD -6 -6 -6 -6
HD 15 12 9 12
HD -3 -6 -3 -6
HD 3 -6 0 -6
HD -12 0 -12 -3
HD 9 -6 9 -6
HD 0 -3 0 -3
HD 3 6 3 15
HD 27 -21 12 -21
HD -6 27 -6 12
HD 27 -6 3 -6
HD -9 -12 -6 -6
HD 3 -3 3 -6
HD -9 0 -6 3
HD -6 -3 -6 0
HD -12 -6 -12 -6
HD -6 -6 -3 -6
HD -6 21 -6 12
HD -6 -3 -6 -3
HD 15 -6 12 -6
HD 3 -6 21 -6
HD -6 9 -6 -6
HD -3 -6 -3 -12
HD -6 -6 -6 -6
HD -3 6 -3 9
HD -6 -6 -6 -6
HD -6 9 -6 12
HD -6 -6 -6 -6
HD 0 -6 -3 -6
HD -6 -3 -6 -3
HD 15 45 15 21
HD -3 -6 -3 -6
HD 24 -6 21 -6
HD -6 -6 -6 -6
HD -6 12 -6 12
HD -6 -6 -6 -6
HD 33 -6 -6 -6
HD -21 -3 -21 -3
HD 3 3 6 3
HD 12 -6 -6 -6
HD 6 -6 12 -6
HD -6 -6 -6 -6
HD -12 42 -12 15
HD -12 3 -6 3
HD -6 -12 -6 -12
HD 6 9 12 -6
HD 6 -6 -6 -6
HD -6 21 -6 21
HD -3 12 -3 3
HD -6 -3 -6 18
HD -6 -12 -6 -12
HD -18 -6 -3 -6
HD 18 3 21 3
HD -3 -6 0 -6
HD -3 -6 -3 -6
HD -6 -6 -6 6
HD 0 3 -6 6
HD -6 0 -6 -3
HD -3 -6 -3 -6
HD -6 3 -6 12
HD -6 -6 -6 -6
HD -12 -9 -12 -3
HD 0 -3 0 -6
HD -3 -6 -6 -6
HD -3 30 0 -6
HD -6 3 12 -9
HD -6 -3 -6 -3
HD -3 -6 3 -15
HD -6 -3 -6 -3
HD -6 -6 -6 -3
HD -12 -6 -12 -6
HD -3 -3 -3 -3
HD -12 24 0 -12
HD -6 -9 -6 -6
HD -12 -9 -12 -12
HD -6 0 0 -12
HD 3 3 6 -6
HD -12 -21 -12 -21
HD -6 3 -6 9
HD -12 -6 -9 -6
HD 3 0 3 0
HD -3 0 -3 -6
