SSC11877 -4 0  -4 0 
SSC11882 -4 12  -4 16 
SSC11886 4 -4  4 -4 
SSC11896 4 4  4 4 
SSC11899 -4 -4  -4 -4 
SSC11931 4 -4  4 -4 
SSC11955 -1 4  -1 4 
SSC11958 4 4  4 4 
SSC11967 12 12  12 12 
SSC11968 4 4  4 4 
SSC11971 -4 4  -4 4 
SSC11974 -4 4  -4 4 
SSC11976 4 -4  4 -4 
SSC11985 4 4  4 4 
SSC12000 -4 -4  -4 -4 
SSC12020 -4 12  -4 12 
SSC12025 -4 16  -4 16 
SSC12040 8 -4  8 -4 
SSC12042 0 0  0 0 
SSC12047 -4 4  -4 4 
SSC12051 0 4  0 4 
SSC12054 -4 0  -4 0 
SSC12082 12 4  12 4 
SSC12085 12 4  12 4 
SSC12099 4 -4  4 -4 
SSC12133 4 4  4 4 
SSC12134 4 -4  4 -4 
SSC12135 -4 4  -4 4 
SSC12136 4 4  4 4 
SSC12138 -4 -4  -4 -4 
SSC12140 -4 4  -4 4 
SSC12160 -4 4  -4 4 
SSC12166 4 16  4 12 
SSC12176 12 4  12 4 
SSC12181 -4 -4  0 -4 
SSC12182 4 4  4 4 
SSC12195 12 -4  12 -4 
SSC12196 -4 4  -4 4 
SSC12198 -4 4  -4 4 
SSC12201 -4 4  -4 4 
SSC12255 -4 12  -4 12 
SSC12256 4 4  4 4 
SSC12257 -4 4  -4 4 
SSC12259 4 -4  4 -4 
SSC12262 4 4  4 4 
SSC12266 -4 -4  -4 -4 
SSC12281 16 4  12 4 
SSC12315 0 4  0 4 
SSC12324 12 -4  12 -4 
SSC12350 4 -4  4 -4 
SSC12355 4 4  4 4 
SSC12367 4 -4  4 -4 
SSC12401 -4 -4  -4 -4 
SSC12405 12 4  12 4 
SSC12455 -4 4  -4 4 
SSC12464 4 4  4 4 
SSC12509 4 4  4 4 
SSC12514 -4 4  -4 4 
SSC12542 4 4  4 4 
SSC12543 -4 12  -4 16 
SSC12551 -4 -4  -4 -4 
SSC12566 4 4  4 4 
SSC12574 4 4  12 4 
SSC12584 4 -4  4 -4 
SSC12588 -4 4  -4 4 
SSC12591 4 -4  4 -4 
SSC12594 4 -4  4 -4 
SSC12596 -4 -4  -4 -4 
SSC12604 4 -4  4 -4 
SSC12608 4 12  4 12 
SSC12611 -4 8  -4 8 
SSC12633 4 -4  4 -4 
SSC12635 -4 -4  -4 -4 
SSC12685 -4 -4  -4 -4 
SSC12710 -4 12  -4 4 
SSC12731 0 4  0 4 
SSC12736 4 4  4 4 
SSC12739 0 12  0 12 
SSC12749 -4 -4  -4 -4 
SSC12753 4 12  4 12 
SSC12768 4 4  4 4 
SSC12783 4 -4  4 -4 
SSC12785 4 4  4 4 
SSC12787 4 -4  4 -4 
SSC12790 -4 -4  -4 -4 
SSC12796 0 4  -4 4 
SSC12829 4 4  4 4 
SSC12843 -4 4  -4 4 
SSC12844 4 -4  4 -4 
SSC12863 4 4  4 4 
SSC12867 4 -4  4 -4 
SSC12871 -4 -4  -4 -4 
SSC12896 -4 4  -4 4 
SSC12900 12 -4  12 -4 
SSC12926 0 4  0 4 
SSC12928 4 4  4 4 
SSC12932 4 -4  4 -4 
SSC12960 -4 -4  -4 -4 
SSC12961 -4 4  -4 4 
SSC12966 -4 12  -4 12 
